id_source,name,address,country,currency,delivery_cost,lat,lon,image_url,radius,rating,reviews_nr,delivery_options,promo,loc_type,delivery_by,delivery_time,open,displayedHours,sun,mon,tue,wed,thu,fri,sat,tempClosed,type_food_0,type_food_1,type_food_2,type_food_3,type_food_4,extracted_options
SGDD06369,OMOOMO (DON | RAMEN),OMOOMO (DON | RAMEN) - Downtown East,Singapore,SGD,1790.0,1.37710715280664,103.954989,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06369/hero/ccf50bb0982f4afa9c9d91714a28f4a2_1558579716179494154.jpeg,5000,4.5,894.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,31.0,,Closed,12:00-20:00,11:30-20:00,11:30-20:00,11:30-20:00,11:30-20:00,11:30-21:00,12:00-21:00,,Same Prices In-Store,Western,Halal,Korean,,Livraison et à emporter
SGDD04983,McDonald's,McDonald's - Rivervale Mall,Singapore,SGD,420.0,1.392076351577856,103.90490076490356,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD04983/hero/e7c9f7a1c2494759a41ad069c5e6b66e_1622082310320939718.jpeg,5000,4.3,8019.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,15.0,True,00:00-23:59,00:00-23:59,00:00-01:45 07:00-23:59,00:00-01:45 07:00-23:59,00:00-01:45 07:00-23:59,00:00-01:45 07:00-23:59,00:00-01:45 07:00-23:59,00:00-23:59,,Chicken,Fast Food,Halal,Burger,,Livraison uniquement
4-CYLTMALJLB2CEJ,Maki-San,Maki-San - Punggol Oasis Terraces,Singapore,SGD,330.0,1.4028620187505232,103.9128908085554,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLTMALJLB2CEJ/hero/c59d6dedde484e0d8360509ca0f061a6_1605060829289554020.jpeg,3000,4.4,2123.0,ONLY_DELIVERY,30% OFF CHICKIN' NORI MEGA D.I.Y COMBO,FOOD,GRAB,28.0,,Closed,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,,Japanese,Sushi,Halal,Healthy,,Livraison uniquement
SGDD04922,McDonald's,McDonald's - Keat Hong,Singapore,SGD,570.0,1.3779202103614805,103.748961,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD04922/hero/5ba041b98f1d4998925601b98b85bd8c_1622082274904078321.jpeg,5000,4.3,9891.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,24.0,True,00:00-23:59,00:00-23:59,00:00-02:00 06:00-23:59,00:00-01:59 06:00-23:59,00:00-02:00 06:00-23:59,00:00-02:00 06:00-23:59,00:00-02:00 02:00-23:59,00:00-23:59,,Chicken,Fast Food,Halal,Burger,,Livraison uniquement
SGDD09106,Maki-San,Maki-San - Northpoint,Singapore,SGD,330.0,1.4287451129799809,103.83568558217512,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD09106/hero/8b96903541834aa291d8f6b4d5908705_1605060826288477812.jpeg,3000,4.4,3498.0,ONLY_DELIVERY,30% OFF CHICKIN' NORI MEGA D.I.Y COMBO,FOOD,GRAB,32.0,,Closed,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,,Japanese,Sushi,Halal,Healthy,,Livraison uniquement
4-CY6ET2EUG7NJTE,De Sinn Hainanese Chicken Rice,De Sinn Hainanese Chicken Rice - Yishun Ave 6,Singapore,SGD,1830.0,1.4287687508729618,103.85015491167616,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY6ET2EUG7NJTE/hero/295d4aaed31d4b8eb301110f5d91dfe3_1585195237159868646.jpeg,5000,4.5,360.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,27.0,,Closed,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,Closed,11:00-20:00,11:00-20:00,True,Local,Chicken,Halal,,,Livraison et à emporter
SGDD07301,Curry Times,Curry Times - Northpoint City,Singapore,SGD,330.0,1.4283639,103.83591268333332,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD07301/hero/09acb1eeb0ec453a906788d08fd6d0cf_1604628650544780526.jpeg,3000,4.4,946.0,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $30 spend)!,FOOD,GRAB,33.0,,Closed,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,,Asian,Same Prices In-Store,Halal,Local,Chicken,Livraison et à emporter
SGDD08718,Big Fish Small Fish,Big Fish Small Fish - Northpoint City,Singapore,SGD,330.0,1.428769575099608,103.83621482590657,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08718/hero/774986656ffe4dce8618f79402009467_1576470265986879109.jpeg,3000,4.2,680.0,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $15 spend)!,FOOD,GRAB,33.0,,Closed,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,,Seafood,Fast Food,Halal,Western,Islandwide Delivery,Livraison et à emporter
4-CZDWTGAYJ33WCJ,Springleaf Prata Place,Springleaf Prata Place - Safra Yishun,Singapore,SGD,1900.0,1.4240105,103.84077835083006,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDWTGAYJ33WCJ/hero/80a7bb7ee05e4e749246431b0efc4974_1587381818928329740.jpg,5000,3.9,1199.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,24.0,,Closed,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,,Indian,Beverages,Halal,Vegan,,Livraison et à emporter
SGDD10029,Swensen's,Swensen's - Northpoint [Islandwide Delivery],Singapore,SGD,1940.0,1.4297968,103.835721,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD10029/hero/LLjYP_AH.jpeg,25000,4.6,1861.0,DELIVERY_TAKEAWAY,$3 OFF Del Fee!,FOOD,GRAB,33.0,,Closed,10:30-21:45,10:30-21:45,10:30-21:45,10:30-21:45,10:30-21:45,10:30-21:45,10:30-21:45,,Same Prices In-Store,Western,Halal,Dessert,Chicken,Livraison et à emporter
4-C2UBVKD2CTUWE2,Swee Heng Bakery,Swee Heng Bakery - Northpoint City,Singapore,SGD,1200.0,1.42961397636716,103.836640268813,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2UBVKD2CTUWE2/hero/44a5e4ef02b74aebaf3604bd58d643b7_1622192478207681920.jpg,4000,,,ONLY_DELIVERY,,MART,GRAB,23.0,,Closed,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,,Bakery & Cake,Breakfast & Brunch,Halal,,,Livraison uniquement
4-CYLJWGNHFB32V6,Tang Tea House,Tang Tea House - Jalan Kayu[Islandwide Delivery],Singapore,SGD,1800.0,1.3977111202423913,103.87327772958042,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLJWGNHFB32V6/hero/7a2baf1f72984a6db0489c45fe1e6dd0_1575968238716393795.jpeg,25000,4.5,7356.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,25.0,,Closed,00:00-00:20 11:00-23:59,00:00-00:20 11:00-23:59,00:00-00:20 11:00-23:59,00:00-00:20 11:00-23:59,00:00-00:20 11:00-23:59,00:00-00:20 11:00-23:59,00:00-00:20 11:00-23:59,,Chinese,Dessert,Halal,Noodles,,Livraison et à emporter
SGDD08316,Krispy Kreme,Krispy Kreme - Northpoint City,Singapore,SGD,2080.0,1.4289484914272768,103.83631940909092,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08316/hero/krispy-kreme-logo.jpg,5000,4.7,942.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,29.0,,Closed,10:30-21:15,10:30-21:20,10:30-22:10,10:30-22:10,10:30-22:25,10:30-21:45,10:30-21:30,True,Dessert,Snack,Halal,,,Livraison et à emporter
SGDD04949,McDonald's,McDonald's - Seletar Mall,Singapore,SGD,1720.0,1.3909869883083417,103.8761053625252,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD04949/hero/9a2ad2cefcbb434891fcebbaa5e52fb0_1622082933390161512.jpeg,5000,4.4,10329.0,ONLY_DELIVERY,"Use promo code ""TSM5OFF"" at checkout to enjoy a $5 discount!",FOOD,GRAB,23.0,,Closed,00:00-01:45 07:00-23:45,07:00-23:45,07:00-23:45,07:00-23:45,07:00-23:45,07:00-23:59,00:00-01:45 07:00-23:59,,Chicken,Fast Food,Halal,Burger,,Livraison uniquement
4-CZDUGJV2JXWZKE,Handmade Noodles,Handmade Noodles - Causeway Point,Singapore,SGD,2050.0,1.4360606499046895,103.78618274272976,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDUGJV2JXWZKE/hero/b8953fae603946a5986f237a6df54ab3_1596424510349039177.png,5000,4.2,1259.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,34.0,,Closed,08:00-21:15,08:00-21:15,08:00-21:15,08:00-21:15,08:00-21:15,08:00-21:15,08:00-21:15,,Noodles,Local,Halal,,,Livraison et à emporter
SGDD06806,Sinar Malay Seafood,Sinar Malay Seafood - Yishun,Singapore,SGD,1890.0,1.4290316666666667,103.8301686,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06806/hero/Sinar_Malay_Seafood_GroupShot_960x540.jpg,5000,4.5,1305.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,27.0,,Closed,11:30-22:15,11:30-22:15,11:30-22:15,11:30-22:15,11:30-22:15,11:30-22:15,11:30-22:15,,Seafood,Local,Halal,Islandwide Delivery,,Livraison et à emporter
4-CY3TEET1GGLUVX,Burger King,Burger King - Fuchun Community Club,Singapore,SGD,2010.0,1.4293631,103.7752505385185,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY3TEET1GGLUVX/hero/8e5be95f8d0d4098adb7dddabf139292_1622520503931034729.jpeg,5000,4.1,1331.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,30.0,,Closed,08:15-11:45 12:00-22:45,08:15-10:45 11:00-22:45,08:15-10:45 11:00-22:45,08:15-10:45 11:00-22:45,08:15-10:45 11:00-22:45,08:15-11:45 12:00-22:45,08:15-11:45 12:00-22:45,,American,Burger,Halal,,,Livraison uniquement
SGDD04932,McDonald's,McDonald's - Waterway Point,Singapore,SGD,500.0,1.4069771259869557,103.90204061504512,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD04932/hero/33ee6b61e4004df2838fe71c15400406_1622082498769398299.jpeg,5000,4.3,15472.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,23.0,True,00:00-23:59,00:00-23:59,00:00-02:00 06:00-23:59,00:00-02:00 06:00-23:59,00:00-02:00 06:00-23:59,00:00-02:00 06:00-23:59,00:00-23:59,00:00-23:59,,Chicken,Fast Food,Halal,Burger,,Livraison uniquement
4-C2TWVFLGVKM3EE,Shiok! Garden,Yassin Kampung - Shiok Garden @ Admiralty Park,Singapore,SGD,2180.0,1.443465,103.781693,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TWVFLGVKM3EE/hero/9592e8de5a184526bdc2f43ac78562c8_1622711839235359223.jpeg,5000,3.1,,DELIVERY_TAKEAWAY,,FOOD,GRAB,37.0,,Closed,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,True,Asian,Local,Halal,,,Livraison et à emporter
