id_source,name,address,country,currency,delivery_cost,lat,lon,image_url,radius,rating,reviews_nr,delivery_options,promo,loc_type,delivery_by,delivery_time,open,displayedHours,sun,mon,tue,wed,thu,fri,sat,tempClosed,type_food_0,type_food_1,type_food_2,type_food_3,type_food_4,extracted_options
4-CYTDLPUJEP53N6,Subway,Subway - Vivocity,Singapore,SGD,5.7,1.2647407805011284,103.82207197855752,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYTDLPUJEP53N6/hero/601bd8a969624330a58204fee4dc617f_1576205922749088805.png,3000,4.2,197.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,42.0,True,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,,Healthy,Sandwiches,Fast Food,Halal,Western,Livraison uniquement
SGDD07548,Wingstop,Wingstop - VivoCity,Singapore,SGD,5.6,1.263526797990238,103.8217115875525,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD07548/hero/9909969e0e2249e2bb30b2e21003dc46_1589179310844775300.jpeg,5000,4.4,1391.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,45.0,True,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,,Halal,Chicken,Fast Food,Burger,Western,Livraison uniquement
SGDD12027,Morettino Italian Cafe & Bistro,Morettino Italian Cafe & Bistro - 100 AM Mall,Singapore,SGD,4.9,1.274593605245832,103.84338012173752,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD12027/hero/819d081be91d410eb791babd6c5b6302_1562571117734967257.jpeg,3000,3.2,32.0,DELIVERY_TAKEAWAY,Get a free Margherita  with S$75.00 min. order,FOOD,GRAB,40.0,True,10:45-22:45,10:45-22:00,10:45-22:30,10:45-22:00,10:45-22:25,10:45-22:30,10:45-23:00,10:45-22:45,,Same Prices In-Store,Italian,Pizza,Alcohol,Pasta,Livraison et à emporter
4-C2TYCAVWG76CKA,Simply Thai Mookata,Simply Thai Mookata - Tanjong Pagar Complex,Singapore,SGD,6.4,1.2719454,103.8424175,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TYCAVWG76CKA/hero/445e658ce3dd4b0e8f6e4a1717ae68bd_1621584124419372046.jpeg,5000,,,DELIVERY_TAKEAWAY,10% off with S$20.00 min. order,FOOD,GRAB,39.0,True,11:00-19:00,Closed,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,,Asian,Chinese,Fast Food,Local,Thai,Livraison et à emporter
SGDD10632,Kith Cafe,Kith Cafe - Spottiswoode Park Road,Singapore,SGD,6.2,1.277023,103.8370148,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD10632/hero/400db72f46b64b9fa2192b68676e6ade_1573197863148278007.jpeg,5000,4.4,189.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,40.0,True,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,07:00-20:30,,Western,Dessert,Pizza,Kids Friendly,,Livraison et à emporter
4-CZCAV4KUJU4URJ,Canadian Pizza,Canadian Pizza - Kampong Bahru Road,Singapore,SGD,7.9,1.2762709598548128,103.83552111017896,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCAV4KUJU4URJ/hero/d3dbf1711e094211b20a26d07ac3a59a_1604999272924710539.png,3000,4.2,359.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,45.0,True,00:00-02:30 10:00-23:59,00:00-02:30 10:00-23:59,00:00-02:30 10:00-23:59,00:00-02:30 10:00-23:59,00:00-02:30 10:00-23:59,00:00-02:30 10:00-23:59,00:00-02:30 10:00-23:59,00:00-02:30 10:00-23:59,,Pizza,Western,Fast Food,Halal,,Livraison et à emporter
4-C2DXCK6URFN1AJ,Puteca Abate,Puteca Abate - The Working Capitol,Singapore,SGD,6.5,1.2788029,103.84158748,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DXCK6URFN1AJ/hero/ad38c78ec05949e98b8339e9bc363481_1608602361617705861.jpeg,3000,5.0,7.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,40.0,True,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,,Italian,Pasta,Pizza,Sandwiches,Western,Livraison et à emporter
4-C2N1R6CENYV1NJ,RC Western Grill,RC Western Grill - Tiong Bahru Food Centre,Singapore,SGD,6.2,1.28142256,103.823135,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2N1R6CENYV1NJ/hero/979571d5609e40059f1f25fd7385825e_1619777044761299070.jpg,5000,,,DELIVERY_TAKEAWAY,20% off Poor t5,FOOD,GRAB,41.0,True,11:00-20:00,Closed,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,,Local,Western,Burger,,,Livraison et à emporter
4-CY5TWEJ1JUBJGT,d.o.c,d.o.c - Tanjong Pagar Road [Islandwide Delivery],Singapore,SGD,9.6,1.2794944180037362,103.84401755670206,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY5TWEJ1JUBJGT/hero/28b77728c33644eb95256acd2d21e80d_1577345845785235922.jpeg,25000,4.0,86.0,ONLY_DELIVERY,,FOOD,GRAB,45.0,True,11:30-21:30,11:30-21:30,Closed,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,,Italian,Pasta,Pizza,Islandwide Delivery,,Livraison uniquement
4-CZE3NK3DNNKFL6,O.BBa BBQ,O.BBa BBQ - Tanjong Pagar Road [Islandwide Delivery],Singapore,SGD,8.8,1.278326,103.843829,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZE3NK3DNNKFL6/hero/f5da645fc19142e395a24225a2a63107_1589962727082642732.jpg,25000,4.4,37.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,45.0,True,11:00-15:30 16:30-23:00,11:00-15:30 16:30-23:00,11:00-15:30 16:30-23:00,11:00-15:30 16:30-23:00,11:00-15:30 16:30-23:00,11:00-15:30 16:30-23:00,11:00-15:30 16:30-23:00,11:00-15:30 16:30-23:00,,Asian,Same Prices In-Store,BBQ,Korean,,Livraison et à emporter
SGDD01413,Chapter 55,Chapter 55 - Tiong Bahru Estate[Islandwide Delivery],Singapore,SGD,5.9,1.2841978621071213,103.83438347378971,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01413/hero/Chapter_Fifty_Five_Hero_960X540.jpg,25000,4.1,373.0,DELIVERY_TAKEAWAY,S$24.00 off Pizza Festa (U. P. 79),FOOD,GRAB,45.0,True,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,,Italian,Same Prices In-Store,Pizza,Dessert,Pasta,Livraison et à emporter
4-CY3KMBVHT3L1JA,Pizza Hut,Pizza Hut - Habourfront Centre,Singapore,SGD,7.2,1.26517925,103.82016543636364,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY3KMBVHT3L1JA/hero/857112c1cd7744b48aec35812be51497_1591695133210677013.png,5000,4.1,294.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,38.0,,Closed,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,True,Pizza,Halal,Fast Food,Western,Pasta,Livraison et à emporter
4-CZDXNUTKTZEANA,Wanderlost Lounge,Wanderlost Lounge - Realty Centre,Singapore,SGD,4.4,1.2740967,103.8441783,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDXNUTKTZEANA/hero/49e193aa54ef46fcad3c02b920d26a24_1587464613433306560.jpg,3000,,,DELIVERY_TAKEAWAY,,FOOD,GRAB,31.0,,Closed,Closed,11:30-14:00 17:30-20:30,11:30-14:00 17:30-20:30,11:30-14:00 17:30-20:30,11:30-14:00 17:30-20:30,11:30-14:00 17:30-20:30,11:30-14:00 17:30-20:30,True,BBQ,Western,Pizza,Snack,,Livraison et à emporter
SGDD01844,Pizzeria L'Operetta,Pizzeria L'Operetta - Icon Village,Singapore,SGD,4.3,1.27526706742671,103.8445366,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01844/hero/1239f42b4c7e1910922632f13f3c1491,3000,4.0,116.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,40.0,,Closed,11:30-14:30 17:00-21:30,11:30-14:30 17:00-21:30,11:30-14:30 17:00-21:30,11:30-14:30 17:00-21:30,11:30-14:30 17:00-21:30,11:30-14:30 17:00-21:30,11:30-14:30 17:00-21:30,,Pasta,Italian,Pizza,Dessert,Western,Livraison et à emporter
4-C2CCV4CECTWBTT,Chin Chai Burger,Chin Chai Burger - Yong Siak Street [Islandwide Delivery],Singapore,SGD,6.4,1.2826452,103.8302484,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2CCV4CECTWBTT/hero/b55eb09b3a254581b0f11ad1a69b1d41_1604580646194371394.jpeg,25000,,,ONLY_DELIVERY,,FOOD,GRAB,32.0,,Closed,23:00-23:10,Closed,Closed,Closed,Closed,Closed,Closed,,Beverages,Western,Burger,Islandwide Delivery,,Livraison uniquement
4-CZDUV72ZVYAZL2,Kimildo Premium Korean BBQ,Kimildo Premium Korean BBQ - 100AM Mall,Singapore,SGD,4.4,1.2743921285714286,103.8437293,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDUV72ZVYAZL2/hero/c5891f2d9a1c4ead99264ce4d0e6a082_1622863016193681320.jpeg,3000,5.0,4.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,31.0,,Closed,11:30-19:30,11:30-19:30,11:30-19:30,11:30-19:30,11:30-19:30,11:30-19:30,11:30-19:30,True,Alcohol,Asian,BBQ,,,Livraison et à emporter
4-CZLAGRAVTBK1LT,&JOY Dining Hall,&JOY Dining Hall - Jurong Point [Islandwide Delivery],Singapore,SGD,19.6,1.3393126422846535,103.706665199466,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLAGRAVTBK1LT/hero/c343ad73f6f64983a199c47ccbaa4564_1594084614444185758.jpeg,25000,4.3,662.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,84.0,True,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,11:00-21:20,,Sushi,Japanese,Pizza,Islandwide Delivery,,Livraison et à emporter
SGDD01916,Popeyes,Popeyes - Jurong Point [Islandwide Delivery],Singapore,SGD,18.2,1.3390290083973042,103.70562118316803,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01916/hero/f82ddb99dc8343bbb6793d1b3e3e2aac_1622512396501181884.jpeg,24530,4.3,7895.0,DELIVERY_TAKEAWAY,Manyversary Sale 2021 ,FOOD,GRAB,80.0,True,09:20-21:30,09:20-21:30,09:20-21:30,09:20-21:30,09:20-21:30,09:20-21:30,09:20-21:30,09:20-21:30,,Halal,Western,Fast Food,Chicken,Islandwide Delivery,Livraison et à emporter
4-CZLAVTKZWAJ2J2,Lino,Lino - Binjai Park [Islandwide Delivery],Singapore,SGD,23.0,1.3357188740355233,103.78669244,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLAVTKZWAJ2J2/hero/94b2e32de4d342daa94c361157341b44_1594096950708047706.jpeg,25000,4.3,42.0,ONLY_DELIVERY,"Free delivery, capped at $8 with Min spend $60",FOOD,GRAB,68.0,True,11:00-20:40,11:00-20:40,11:00-20:40,11:00-20:40,11:00-20:40,11:00-20:40,11:00-20:40,11:00-20:40,,Italian,Pasta,Pizza,Islandwide Delivery,,Livraison uniquement
4-CZDVC7VEGXXAWE,The Goodburger,The Goodburger - Coronation Shopping Plaza [Islandwide Delivery],Singapore,SGD,21.4,1.3237168,103.8104138,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDVC7VEGXXAWE/hero/7045aaf2c3e54e4bac8bebedbf359192_1587647789549941364.png,25000,4.4,125.0,ONLY_DELIVERY,,FOOD,GRAB,64.0,True,11:00-20:45,11:00-20:45,11:00-20:45,11:00-20:45,11:00-20:45,11:00-20:45,11:00-20:45,11:00-20:45,,Western,Snack,Burger,,,Livraison uniquement
4-CZCVVNNKJTLJAJ,Waterfall Ristorante,Waterfall Ristorante - Shangri-la Hotel [Islandwide Delivery],Singapore,SGD,23.6,1.3114494,103.82726961519724,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCVVNNKJTLJAJ/hero/b103add921c74052b751301d125b03ca_1586771505795493437.jpeg,25000,4.4,44.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,71.0,True,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,,Italian,Islandwide Delivery,Pizza,,,Livraison et à emporter
SGDD00949,Rosso Vino,Rosso Vino - Merbau Road [Islandwide Delivery],Singapore,SGD,24.9,1.2910096,103.84191193001664,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD00949/hero/bfa213c580834a1f9d33d0cb0527be7d_1621852898808229054.jpeg,25000,4.0,778.0,DELIVERY_TAKEAWAY,20% off with S$20.00 min. order,FOOD,GRAB,70.0,True,11:30-23:59,11:30-23:59,11:30-23:59,11:30-23:59,11:30-23:59,11:30-23:59,11:30-23:59,11:30-23:59,,Pasta,Alcohol,Pizza,Italian,,Livraison et à emporter
4-C2DHFB4ZBEUDJA,Volt Pizzeria - Electrifyingly Good - Pizza / Pasta / Salad / Fries,Volt Pizzeria - Orchard Tower [Islandwide Delivery],Singapore,SGD,23.5,1.307805,103.82975103333334,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DHFB4ZBEUDJA/hero/55786be04ecc49059a47c45cda15dafb_1610948802751749265.png,25000,4.0,29.0,DELIVERY_TAKEAWAY,15% OFF all items,FOOD,GRAB,67.0,True,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,,Dessert,Italian,Pizza,Salad,Pasta,Livraison et à emporter
4-CYWXC342FFWHRJ,Blue Label Pizza & Wine,Blue Label Pizza & Wine - Mandarin Gallery [Islandwide Delivery],Singapore,SGD,24.9,1.3018826,103.8369312,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYWXC342FFWHRJ/hero/3680e18ccd914ae784df45ad08c05ccb_1610171121480835284.jpeg,25000,3.9,409.0,ONLY_DELIVERY,,FOOD,GRAB,72.0,True,12:00-20:30,12:00-20:30,12:00-20:30,10:00-22:00,12:00-20:30,12:00-20:30,12:00-20:30,12:00-20:30,,American,Snack,Pizza,Islandwide Delivery,,Livraison uniquement
4-C2DDAAUBEFAXJX,Korean Fried Chicken,Korean Fried Chicken - Tic Tech Centre [Islandwide Delivery],Singapore,SGD,19.3,1.3067356168349704,103.75748702998368,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DDAAUBEFAXJX/hero/e6a6a7455e014c84b41d8c7217ba948a_1615177833416502134.jpeg,25000,4.0,186.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,68.0,,Closed,Closed,Closed,Closed,00:00-00:01,Closed,Closed,Closed,,Chicken,Fast Food,Fried Chicken,Korean,,Livraison et à emporter
4-CZDUVPABTCEGVE,Gangsta Chicken,Gangsta Chicken - JEM ,Singapore,SGD,8.0,1.3328453687759354,103.74326562042388,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDUVPABTCEGVE/hero/1e527d930a7f40b2920b83a317628021_1588133015738571365.jpeg,15000,2.6,23.0,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",FOOD,MERCHANT,85.0,,Closed,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-21:00,11:30-21:00,True,Chicken,Asian,Fast Food,Western,,Livraison et à emporter
4-C2MBGAN2C3DFGN,D'Penyetz,D'Penyetz - Jem [Islandwide Delivery],Singapore,SGD,20.4,1.3333910883101794,103.74330545220374,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2MBGAN2C3DFGN/hero/13729c5568e44e858335a83a8fc44457_1616632189267918010.jpeg,25000,4.3,105.0,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",FOOD,GRAB,72.0,,Closed,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,True,Asian,Chicken,Fried Chicken,Indonesian,Halal,Livraison et à emporter
4-C2TAGT6XE8EHGT,Foresta Restaurant & Bar,Foresta Restaurant & Bar - The Grandstand [Islandwide Delivery],Singapore,SGD,23.0,1.336918105,103.7933898,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TAGT6XE8EHGT/hero/e1e9886068964566a0e666d0770b612e_1620104359176144151.jpeg,25000,4.5,2.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,67.0,True,12:00-20:00,12:00-20:00,12:00-20:00,Closed,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,,Asian,Beverages,Burgers,Coffee & Tea,Islandwide Delivery,Livraison et à emporter
4-CZDCJYAGTFXXET,Pietrasanta,Pietrasanta - Connexis [Islandwide Delivery],Singapore,SGD,14.8,1.29871795,103.78768122002803,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDCJYAGTFXXET/hero/338370b6bfbf43da846fbba66a3e6141_1586404851257818669.jpeg,25000,3.9,20.0,ONLY_DELIVERY,,FOOD,GRAB,67.0,,Closed,11:30-14:30 17:30-21:00,Closed,11:30-14:30 17:30-21:00,11:30-14:30 17:30-21:00,11:30-14:30 17:30-21:00,11:30-14:30 17:30-21:00,11:30-14:30 17:30-21:00,,Italian,Pasta,Pizza,Islandwide Delivery,,Livraison uniquement
SGDD08751,Cuba Libre Cafe & Bar,Cuba Libre Cafe & Bar - Frasers Tower [Islandwide Delivery],Singapore,SGD,24.3,1.2787663,103.8470603,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08751/hero/8d2693603c6440b0bfebf8f940e1c3c0_1604556561306055652.jpeg,25000,2.0,6.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,113.0,True,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,,Western,Sandwiches,Burger,,,Livraison et à emporter
4-C2THVAVGEKXGRA,Mom's Touch,Mom's Touch - The Centrepoint ,Singapore,SGD,8.0,1.3024312600735517,103.83992045353504,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2THVAVGEKXGRA/hero/3dfde989d2784b5893973b74f6cf3e27_1620798779900856048.jpeg,25000,,,ONLY_DELIVERY,,FOOD,MERCHANT,70.0,,Closed,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,True,Burgers,Chicken,Fried Chicken,Islandwide Delivery,,Livraison uniquement
4-CZATPEEVTYK1RN,Napolizz Pizza Delivery,Napolizz Pizza Delivery - Bukit Panjang ,Singapore,SGD,4.0,1.3773416576809474,103.7637641082206,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZATPEEVTYK1RN/hero/ccb8e561b96949d0af8e083199148040_1581399976618580317.jpeg,15000,4.2,322.0,DELIVERY_TAKEAWAY,,FOOD,MERCHANT,119.0,True,11:30-22:30,11:30-22:30,11:30-14:00 17:30-22:30,11:30-14:00 17:30-22:30,11:30-14:00 17:30-22:30,11:30-14:00 17:30-22:30,11:30-14:00 17:30-22:30,11:30-22:30,,Italian,Same Prices In-Store,Pizza,,,Livraison et à emporter
4-CZNFLNBYWA32L6,Thunderbird Bistro,Thunderbird Bistro - Robertson Walk ,Singapore,SGD,20.0,1.291762044240793,103.84147294,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZNFLNBYWA32L6/hero/a8c433bb39fb4bc1b51a11490b3643a4_1598581203638520170.jpeg,25000,,,DELIVERY_TAKEAWAY,,FOOD,MERCHANT,70.0,,Closed,15:00-22:30,15:00-22:30,15:00-22:30,15:00-22:30,15:00-22:30,15:00-22:30,15:00-22:30,True,Burger,Pasta,Pizza,Western,,Livraison et à emporter
4-CYWXACKDC3VCBE,In Piazza Italian Restaurant & Pizzeria,In Piazza Italian Restaurant & Pizzeria - The Pines Club [Islandwide Delivery],Singapore,SGD,10.5,1.3136169,103.8287861,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYWXACKDC3VCBE/hero/a2479f8571b143a0a0b1da4735f65f3e_1567506710281605153.jpeg,25000,4.1,107.0,DELIVERY_TAKEAWAY,S$3.00 off delivery fee with S$60.00 min. order,FOOD,GRAB,66.0,,Closed,10:45-14:00 16:45-21:00,Closed,10:45-13:45 17:00-21:45,10:45-14:00 17:00-22:00,10:45-14:00 17:00-22:00,10:45-14:00 17:00-22:00,10:45-14:00 17:00-22:00,,Burger,Pasta,Pizza,Italian,Islandwide Delivery,Livraison et à emporter
4-CZLGGJDXUGEYE2,Ashes Burnnit,Ashes Burnnit - Alexandra Village Food Centre,Singapore,SGD,7.8,1.28645113,103.8046484,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLGGJDXUGEYE2/hero/f5ce8c357e2849a49da210f6efa2fb50_1596523561043828330.jpeg,5000,4.5,693.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,46.0,True,11:45-20:15,11:45-20:15,11:45-20:15,11:45-20:15,11:45-20:15,11:45-20:15,11:45-20:15,11:45-20:15,,Fast Food,Western,Burger,,,Livraison et à emporter
4-C2CKDGK2CBBHHE,John's Pizzeria & Bakery,John's Pizzeria & Bakery - Alexandra Central,Singapore,SGD,6.9,1.287509525,103.8051312,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2CKDGK2CBBHHE/hero/2e9690a578cf4302b61829cc6f1c6161_1604991448526273427.jpeg,5000,4.3,13.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,47.0,True,09:00-22:00,09:00-21:00,Closed,09:00-21:00,09:00-21:00,09:00-21:00,09:00-22:00,09:00-22:00,,Bakery & Cake,Dessert,Fast Food,Pizza,Western,Livraison et à emporter
4-CYTJPBTAC2NXSE,Subway,Subway - Anchorpoint,Singapore,SGD,6.8,1.2885579968192502,103.8050401487506,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYTJPBTAC2NXSE/hero/0bb604b08cb04024b69bfaf318e9ad29_1576205936167638803.png,2500,4.2,671.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,43.0,True,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,09:00-21:30,,Healthy,Sandwiches,Fast Food,Halal,Western,Livraison uniquement
4-C2TWVXDAAFWFTT,Canopy Hort Park,Canopy Hort Park - Hyderabad Road,Singapore,SGD,5.9,1.27868560048189,103.801534777979,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TWVXDAAFWFTT/hero/64342e8ef76e43ef92d80faed326b074_1621395060119130822.jpg,5000,4.0,,DELIVERY_TAKEAWAY,,FOOD,GRAB,40.0,True,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,,Beverages,Breakfast & Brunch,Burgers,Kids Friendly,Noodles,Livraison et à emporter
4-C2DBERCCWF6YLE,Project Warung,Birdhaus by Project Warung - Bukit Merah Lane 1,Singapore,SGD,9.5,1.2858629,103.8048042,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DBERCCWF6YLE/hero/7f96c497f90c484292120b564d2b5023_1611656887385471326.jpeg,5000,4.3,13.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,39.0,,Closed,23:30-23:45,Closed,Closed,Closed,Closed,Closed,Closed,,Western,Same Prices In-Store,Fried Chicken,Meat,,Livraison et à emporter
4-CYM2JT2AKGLUTA,Sque Kitchen & Alehouse,Sque Kitchen & Alehouse - Mapletree Business City,Singapore,SGD,10.4,1.2754936702127662,103.799964875,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYM2JT2AKGLUTA/hero/4cfbfcaf15f44f65bbcbeb64237352a5_1568697125546425365.jpeg,5000,4.0,1.0,DELIVERY_TAKEAWAY,,FOOD,GRAB,40.0,,Closed,Closed,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00,Closed,,Western,Snack,Pizza,Pasta,Burger,Livraison et à emporter
4-CZNXBGBXE63ZJN,Qin Ji Rougamo,Qin Ji Rougamo - PSA Building,Singapore,SGD,4.6,1.2737715,103.8016432,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZNXBGBXE63ZJN/hero/31c0c5fe6e0f4e3b90dd8a294355cd5f_1599711191363144667.png,5000,4.6,194.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,38.0,True,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,,Asian,Chinese,Fast Food,Noodles,Burger,Livraison et à emporter
4-CZBBTPLUCJVUE2,3 Monkeys,3 Monkeys - Pasir Panjang Road,Singapore,SGD,6.3,1.2760188,103.79327772322748,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZBBTPLUCJVUE2/hero/9a4713ae7d9644f2bf60d2034c815e93_1582250874785820650.jpeg,5000,4.6,143.0,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,31.0,True,11:30-21:30,11:30-21:30,Closed,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,,Western,Salad,Burger,Pasta,,Livraison uniquement
4-C2JHCA6UT8MUGE,Western Food,Western Food - Commonwealth View,Singapore,SGD,9.4,1.301740247373849,103.7983477,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JHCA6UT8MUGE/hero/b00609ac5f404d4fb1f5bbde39ad4268_1611885626653273863.jpeg,5000,3.5,42.0,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",FOOD,GRAB,41.0,True,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,,BBQ,Chicken,Fast Food,Kids Friendly,Western,Livraison et à emporter
